Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
Task,,#TASK_UNLOCK_WORKSHOP_SLOTS,Unlock {0} workshop slots,Откройте {0} слотов мастерской,Kaufe {0} Plätze in der Werkstatt,Compra {0} espacios en el Taller,Comprar {0} slots na Oficina,製造場のスロットを{0}購入する,작업소 슬롯 {0}개 구매하기
Task,,#TAKS_HAVE_ROOM_UPGRADES,Have {0} Rune Stone Upgrades,Общее количество апгрейдов рунных камней равно {0},Habe {0} Runen-Upgrades,Tener {0} mejoras de piedra de runa,Ter {0} melhorias de Runa,ルーンストーンの強化を{0}回行う,룬 스톤 강화 {0}회 달성
Task,,#TAKS_HAVE_CHIEF_UPGRADES,Have {0} Chief Upgrades,Общее количество апгрейдов героев равно {0},Habe {0} Anführer-Upgrades,Tener {0} mejoras de líderes,Ter {0} melhorias de chefes,チーフの強化を{0}回行う,부족장 강화 {0}회 달성
Task,,#TAKS_UPGRADE_CHIEF,Upgrade chiefs {0} times,Улучшите героев {0} раз,Upgrade Anführer {0}-mal,Mejorar líderes {0} veces,Melhorar chefes {0} vezes,チーフを{0}回強化する,부족장을 {0}번 강화하기
Task,,#TASK_UPGRADE_MINE,Upgrade mines {0} times,Улучшите шахты {0} раз,Upgrade Minen {0}-mal,Mejorar minas {0} veces,Melhorar minas {0} vezes,鉱山を{0}回強化する,광산을 {0}번 강화하기
Task,,#TASK_UPGRADE_EVENT_MINES,Upgrade event mines {0} times,Улучшите шахты в событии {0} раз,Upgrade Event-Minen {0}-mal,Mejorar minas del evento {0} veces,Melhorar minas do evento {0} vezes,イベント鉱山を{0}回強化する,이벤트 광산을 {0}번 강화하기
Task,,#TASK_UPGRADE_MINE_OR_BEYOND,Upgrade Mine {0} or higher {1} times,Улучшите Шахту {0} или старше {1} раз,Upgrade Mine {0} oder höher {1}-mal,Mejorar la mina {0} o superior {1} veces,Melhorar a mina {0} ou superior {1} vezes,鉱山{0}以上を{1}回強化する,{0}번 광산 이상을 {1}번 강화하기
Task,,#TASK_UPGRADE_MINE_RATE,Upgrade Mining Rate {0} times,Улучшите добычу шахт {0} раз,Upgrade Abbaurate {0}-mal,Mejorar tasa de minería {0} veces,Melhorar taxa de mineração {0} vezes,鉱山の採掘速度を{0}回強化する,채굴 속도를 {0}번 강화하기
Task,,#TASK_UPGRADE_MINE_CARGO,Upgrade Mine Porter Cargo {0} times,Улучшите груз носильщика шахты {0} раз,Upgrade Porter-Fracht {0}-mal,Mejorar carga del porter {0} veces,Melhorar carga do porter {0} vezes,ポーターの荷物容量を{0}回強化する,포터 화물 용량을 {0}번 강화하기
Task,,#TASK_UPGRADE_MINE_SPEED,Upgrade Mine Porter Speed {0} times,Улучшите скорость носильщика шахты {0} раз,Upgrade Porter-Tempo {0}-mal,Mejorar velocidad del porter {0} veces,Melhorar velocidade do porter {0} vezes,ポーターの速度を{0}回強化する,포터 속도를 {0}번 강화하기
Task,,#TASK_UPGRADE_MINING_RATE,Upgrade Mine {0} Mining Rate to Level {1},Улучшите добычу у Шахты {0} до {1} уровня,Upgrade Mine {0} Abbaurate auf Stufe {1},Mejorar la Tasa de Minería de la Mina {0} al Nivel {1},Melhorar a Taxa de Mineração da Mina {0} para o Nível {1},{0} の鉱山の採掘速度をレベル {1} にアップグレード,{0} 광산의 채굴 속도를 레벨 {1} 로 업그레이드
Task,,#TASK_UPGRADE_PORTER_SPEED,Upgrade Mine {0} Porter Speed To Level {1},Улучшите скорость носильщика у Шахты {0} до {1} уровня,Upgrade Mine {0} Tempo auf Stufe {1},Mejorar la Velocidad del Porter de la Mina {0} al Nivel {1},Melhorar a Velocidade do Porter da Mina {0} para o Nível {1},{0} の鉱山のポーターの速度をレベル {1} にアップグレード,{0} 광산의 포터 속도를 레벨 {1} 로 업그레이드
Task,,#TASK_UPGRADE_PORTER_CARGO,Upgrade Mine {0} Porter Cargo To Level {1},Улучшите груз носильщика у Шахты {0} до {1} уровня,Upgrade Mine {0} Fracht auf Stufe {1},Mejorar la Carga del Porter de la Mina {0} al Nivel {1},Melhorar a Carga do Porter da Mina {0} para o Nível {1},{0} の鉱山のポーターの荷物容量をレベル {1} にアップグレード,{0} 광산의 포터 화물 용량을 레벨 {1} 로 업그레이드
Task,,#TASK_USE_PRODUCTION_BOOSTER,Use production booster {0} times,Используйте бустер производства {0} раз,Verwende den Produktions-Boost {0}-mal,Usar el Boost de Producción {0} veces,Usar o Boost de Produção {0} vezes,製造ブーストを{0}回使用する,생산 부스트 {0}번 사용하기
Task,,#TASK_USE_MINE_BOOSTER,Use mine booster {0} times,Используйте бустер шахты {0} раз,Verwende den Minen-Boost {0}-mal,Usar el Mina Boost {0} veces,Usar o Mina Boost {0} vezes,採掘ブーストを{0}回使用する,채굴 부스터 {0}번 사용하기
Task,,#TASK_SPEND,Spend {0} {1},Потратьте {0} {1},Gib {0} {1} aus,Gastar {0} {1},Gastar {0} {1},{0} {1} を使う,{0} {1} 을/를 사용하기
,,,,,,,,,
EventUpgrades,,#EVENT_UPGRADES_TITLE,Upgrades,Улучшения,Upgrades,Mejoras,Melhorias,アップグレード,업그레이드
EventUpgrades,,#EVENT_UPGRADES_MINES_TITLE,Lv.{0} Mines,Ур.{0} Шахты,Lvl. {0} Minen,Niv. {0} Minas,Niv. {0} Minas,LV. {0} 採掘場,레벨 {0} 광산
EventUpgrades,,#EVENT_UPGRADES_MINES_DESC,Lv.{0} Mine construction and upgrade discount,Lv.{0} Скидка на постройку и апгрейд шахт,Lvl. {0} Rabatt auf den Bau und das Upgrade von Minen,Niv. {0} Descuento en la construcción y mejora de minas,Niv. {0} Desconto na construção e melhoria de minas,LV. {0} 採掘場の建設とアップグレード割引,레벨 {0} 광산 건설 및 업그레이드 할인
EventUpgrades,,#EVENT_UPGRADES_VALOR_TITLE,Lv.{0} Valor,Ур.{0} Отвага,Lvl. {0} Mut,Niv. {0} Valentia,Niv. {0} Valentia,LV. {0} 武勇,레벨 {0} 용맹
EventUpgrades,,#EVENT_UPGRADES_VALOR_DESC,Lv.{0} Valor generation rate,Lv.{0} Скорость генерации отваги,Lvl. {0} Mut-Generierungsrate,Niv. {0} Tasa de generación de Valentia,Niv. {0} Taxa de geração de Valentia,LV. {0} 武勇生成率,레벨 {0} 용맹 생성 속도
EventUpgrades,,#EVENT_UPGRADES_VALOR_RATE,Current rate,Текущая скорость,Aktuelle Rate,Tasa actual,Taxa atual,現在の率,현재 속도
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE1_TITLE,Lv.{0} Sell Price,Ур.{0} Стоимость руды,Lvl. {0} Verkaufspreis,Niv. {0} Precio de venta,Niv. {0} Preço de Venda,LV. {0} 販売価格,레벨 {0} 판매 가격
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE1_DESC,"Lv.{0} Increase Copper, Iron, Gold sell price","Lv.{0} Поднять цену продажи Меди, Железа, Золота","Lvl. {0} Erhöhter Verkaufspreises für Kupfererz, Eisenerz, Golderz","Niv. {0} Aumento del precio de venta de cobre, hierro, oro","Niv. {0} Aumento do preço de venda de cobre, ferro, ouro",LV. {0} 銅鉱石、鉄鉱石、金の鉱石の販売価格を増加します。,"레벨 {0} 구리 광석, 철 광석, 금 광석 판매 가격 증가"
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE2_TITLE,Lv.{0} Sell Price,Ур.{0} Стоимость руды,Lvl. {0} Verkaufspreis,Niv. {0} Precio de venta,Niv. {0} Preço de Venda,LV. {0} 販売価格,레벨 {0} 판매 가격
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE2_DESC,"Lv.{0} Increase Mithrill, Saronite, Cobalt sell price","Lv.{0} Поднять цену продажи Мифрила, Сарот, Кобальта","Lvl. {0} Erhöhter Verkaufspreises für Mithrilerz, Saroniterz, Kobalterz","Niv. {0} Aumento del precio de venta de mithril, saronita, cobalto","Niv. {0} Aumento do preço de venda de mithril, saronita, cobalto",LV. {0} ミスリル鉱石、サロナイト鉱石、コバルト鉱石の販売価格を増加します,"레벨 {0} 미스릴 광석, 사로나이트 광석, 코발트 광석 판매 가격 증가"
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE3_TITLE,Lv.{0} Sell Price,Ур.{0} Стоимость руды,Lvl. {0} Verkaufspreis,Niv. {0} Precio de venta,Niv. {0} Preço de Venda,LV. {0} 販売価格,레벨 {0} 판매 가격
EventUpgrades,,#EVENT_UPGRADES_SELLPRICE3_DESC,Lv.{0} Increase Thorium sell price,Lv.{0} Поднять цену продажи Ториума,Lvl. {0} Erhöhter Verkaufspreises für Thoriumerz,Niv. {0} Aumento del precio de venta de torio,Niv. {0} Aumento do preço de venda de tório,LV. {0} トリウム鉱石の販売価格を増加します,레벨 {0} 토륨 광석 판매 가격 증가
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP1_TITLE,Lv.{0} Mine Group 1,Ур.{0} Группа шахт 1,Lvl. {0} Gruppe 1 Minen,Niv. {0} Grupo 1 Minas,Niv. {0} Grupo 1 Minas,LV. {0} グループ1 採掘場,레벨 {0} 그룹 1 광산
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP1_DESC,"Lv.{0} Mine rate and cargo rate, Mines 1,2,5","Lv.{0} Добыча и доставка руды, Шахты 1,2,5","Lvl. {0} Abbaurate und Fracht, Minen 1,2,5","Niv. {0} Tasa de extracción y carga, Minas 1,2,5","Niv. {0} Taxa de extração e carga, Minas 1,2,5",LV. {0} 採掘効率と運搬、\n鉱床 1、2、5,"레벨 {0} 채굴 속도 및 운반량,\n광산 1,2,5"
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP2_TITLE,Lv.{0} Mine Group 2,Ур.{0} Группа шахт 2,Lvl. {0} Gruppe 2 Minen,Niv. {0} Grupo 2 Minas,Niv. {0} Grupo 2 Minas,LV. {0} グループ2 採掘場,레벨 {0} 그룹 2 광산
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP2_DESC,"Lv.{0} Mine rate and cargo rate, Mines 3,4,6","Lv.{0} Добыча и доставка руды, Шахты 3,4,6","Lvl. {0} Abbaurate und Fracht, Minen 3,4,6","Niv. {0} Tasa de extracción y carga, Minas 3,4,6","Niv. {0} Taxa de extração e carga, Minas 3,4,6",LV. {0} 採掘効率と運搬、\n鉱床 3、4、6,"레벨 {0} 채굴 속도 및 운반량,\n광산 3,4,6"
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP3_TITLE,Lv.{0} Mine Group 3,Ур.{0} Группа шахт 3,Lvl. {0} Gruppe 3 Minen,Niv. {0} Grupo 3 Minas,Niv. {0} Grupo 3 Minas,LV. {0} グループ3 採掘場,레벨 {0} 그룹 3 광산
EventUpgrades,,#EVENT_UPGRADES_MINEGROUP3_DESC,"Lv.{0} Mine rate and cargo rate, Mine 7","Lv.{0} Добыча и доставка руды, Шахта 7","Lvl. {0} Abbaurate und Fracht, Mine 7","Niv. {0} Tasa de extracción y carga, Mina 7","Niv. {0} Taxa de extração e carga, Mina 7",LV. {0} 採掘効率と運搬、\n鉱床 7,"레벨 {0} 채굴 속도 및 운반량,\n광산 7"
,,,,,,,,,
Slots,,#SLOT_REDROCK_NAME,Whose Pick Is It?,Чья кирка?,Glückspickel,Suerte de Minero,Giro da Picareta,運命のツルハシ,운명의 곡괭이
Slots,,#SLOT_REDROCK_DESCRIPTION,"The ancient, forbidden game of luck.","Древняя, запрещенная игра удачи.","Das uralte, verbotene Spiel des Glücks.",El antiguo y prohibido juego de la suerte.,O antigo e proibido jogo da sorte.,古代の禁断の運試し,고대의 금단된 행운의 게임
Slots,,#SLOT_REDROCK_REWARDS_SIZE,All rewards x{0},Все награды х{0},Alle Belohnungen х{0},Todas las recompensas х{0},Todas as recompensas х{0},報酬すべてが х{0},보상이 전부 x{0}
Slots,,#SLOT_REDROCK_NO_SPIN_TOKENS,No spin tokens,Нет жетонов,Keine Spielmarken,Sin Fichas de Giro,Sem Fichas de Giro,ゲームコインなし,게임 코인 없음
Slots,,#SLOT_REDROCK_BONUS_IN,+1 in {0} spins!,+1 за {0} вращения!,+1 in {0} Spin!,+1 en {0} giros!,+1 em {0} rodadas!,+1 あと {0} 回!,+1 후 {0} 회!
Slots,,#SLOT_REDROCK_BONUS_NOW,+{0} now!,+{0} сейчас!,+{0} jetzt!,+{0} ahora!,+{0} agora!,+{0} 今すぐ!,+{0} 지금!
Slots,,#SLOT_REDROCK_TIME_LEFT,Time Left,Осталось,Verbleiben,Restante,Restante,残り時間,남은 시간
,,,,,,,,,
PiggyBank,,#PIGGYBANK_TITLE,Piggy Bank,Свинья копилка,Sparschwein,Hucha,Cofrinho,貯金箱,저금통
PiggyBank,,#PIGGYBANK_DESCRIPTION,All spent spin coins are added to the Piggy Bank with a 2x multiplier!,Все потраченные жетоны добавляются в копилку в двукратном размере!,Alle ausgegebenen Spielmarken werden mit einem 2x Multiplikator in das Sparschwein hinzugefügt!,¡Todas las fichas gastadas en giros se añaden a la Hucha con un multiplicador de 2x!,Todas as fichas gastas em giros são adicionadas ao Cofrinho com um multiplicador de 2x!,すべての使用されたゲームコインは、2倍のマルチプライヤーで貯金箱に追加されます！,모든 사용된 게임 코인은 2배의 배수로 저금통에 추가됩니다!
PiggyBank,,#PIGGYBANK_MAX,Max {0},Макс. {0},Max. {0},Máx. {0},Máx. {0},最大 {0},최대 {0}
PiggyBank,,#PIGGYBANK_IS_FULL,Piggy Bank is FULL!,Свинья копилка НАПОЛНЕНА!,Das Sparschwein ist VOLL!,¡La Hucha está LLENA!,O Cofrinho está CHEIO!,貯金箱が満タンです！,저금통이 가득 찼습니다!
PiggyBank,,#PIGGYBANK_BREAK_IT,Break it now to get your spins!,Разбейте копилку и получите ваши жетоны!,"Zerbrechen Sie jetzt das Sparschwein, um Ihre Spielmarken zu erhalten!",¡Rómpela ahora para obtener tus fichas!,Quebre agora para pegar suas fichas!,今すぐ割って、ゲームコインを手に入れてください！,지금 깨서 게임 코인을 받으세요!
PiggyBank,,#PIGGYBANK_OPENME,Open me,Открой,Öffnen,Ábreme!,Abra-me!,開けて！,열어줘!
,,,,,,,,,
Season,,#SEASON,Season,Сезон,Saison,Temporada,Temporada,シーズン,시즌
Season,,#SEASON_INDEX,Season {0},Сезон {0},Saison {0},Temporada {0},Temporada {0},シーズン {0},시즌 {0}
Season,,#SEASON_TIMER_ENDSIN,Ends in,До конца,Endet in,Termina en,Termina em,終了まで,종료까지
Season,,#SEASON_TAB_TASKS,Tasks,Задачи,Aufgaben,Tareas,Tarefas,タスク,임무
Season,,#SEASON_TAB_SHOP,Shop,Магазин,Shop,Tienda,Loja,ショップ,상점
Season,,#SEASON_EARNED_MEDALS,Medals earned,Медалей получено,Erhaltene Medaillen,Medallas obtenidas,Medalhas obtidas,獲得メダル,획득한 메달
Season,,#SEASON_ACTIVATE,Activate,Активировать,Aktivieren,Activar,Ativar,解放,활성화
Season,,#SEASON_NEXT_TASKS_IN,Next tasks in,Новые задачи через,Nächste Aufgaben in,Próximas tareas en,Próximas tarefas em,次の任務まで,다음 임무까지
Season,,#SEASON_SHORT_USP1,<color=white>x2</color> medals already earned \n<color=white>x2</color> season progress \n<color=white>x2</color> all task medals,<color=white>x2</color> полученные медали \n<color=white>x2</color> прогресс в сезоне \n<color=white>x2</color> медали за задачи,<color=white>x2</color> erhaltene Medaillen \n<color=white>x2</color> Saisonfortschritt \n<color=white>x2</color> alle Aufgaben-Medaillen,<color=white>x2</color> medallas ya obtenidas \n<color=white>x2</color> progreso de temporada \n<color=white>x2</color> medallas de tareas,<color=white>x2</color> medalhas já obtidas \n<color=white>x2</color> progresso da temporada \n<color=white>x2</color> medalhas de tarefas,<color=white>x2</color> 獲得済みメダル \n<color=white>x2</color> シーズン進行 \n<color=white>x2</color> すべての任務メダル,<color=white>x2</color> 이미 획득한 메달 \n<color=white>x2</color> 시즌 진행도 \n<color=white>x2</color> 모든 임무 메달
Season,,#SEASON_SHORT_USP2,Unlocks all <color=white>Red Rock</color> and <color=white>The Last Cliff</color> passes for this season,Включает все пассы <color=white>Алая Скала</color> и <color=white>Последний утес</color> в этом сезоне,Schaltet Pässe für <color=white>Roter Fels</color> und <color=white>Die Letzte Klippe</color> in dieser Saison frei,Desbloquea pases de <color=white>Roca Roja</color> y <color=white>El Último Acantilado</color> en esta temporada,Desbloqueia passes de <color=white>Rocha Vermelha</color> e <color=white>O Último Penhasco</color> nesta temporada,今シーズン中、<color=white>レッドロック</color>と<color=white>最後の断崖</color>のすべてのパスを解放,이번 시즌 동안 <color=white>레드 락</color>과 <color=white>마지막 절벽</color>의 모든 패스 잠금 해제
Season,,#SEASON_PASS_REQUIRED,Requires Season Pass to earn,Требуется Сезонный Пасс для получения,Benötigt Saisonpass zum Verdienen,Requiere pase de temporada para obtener,Requer passe de temporada para obter,シーズンパスが必要（獲得するには）,획득하려면 시즌 패스 필요
Season,,#SEASON_ACTIVATE_PASS_TO_COLLECT,Activate pass to collect rewards,Активируйте пасс чтобы забрать награду,"Pass aktivieren, um die Belohnung zu erhalten",Activa el pase para reclamar la recompensa,Ative o passe para resgatar a recompensa,パスを有効化すると報酬を受け取れます,패스를 활성화하면 보상을 받을 수 있습니다
Season,,#SEASON_REWARD_CLAIMED,Reward claimed!,Награда получена!,Belohnung erhalten!,¡Recompensa obtenida!,Recompensa obtida!,報酬獲得！,보상 획득!
Season,,#SEASON_SHOP,Season Shop,Сезонный Магазин,Saison-Shop,Tienda de temporada,Loja da temporada,シーズンショップ,시즌 상점
Season,,#SEASON_SHOP_SUBTITLE,Spend medals on rewards,Тратьте медали на награды,Medaillen für Belohnungen ausgeben,Gasta medallas en recompensas,Gaste medalhas em recompensas,メダルで報酬を獲得,메달로 보상 획득
Season,,#SEASON_EVENT,Event,Событие,Event,Evento,Evento,イベント,이벤트
Season,,#SEASON_PASS,Season Pass,Сезонный Пасс,Saisonpass,Pase de temporada,Passe de temporada,シーズンパス,시즌 패스
Season,,#SEASON_USP1,"- Three additional rewards, including a unique badge!",- Три дополнительные награды включая уникальный значок!,"Drei zusätzliche Belohnungen, darunter ein einzigartiges Abzeichen!","¡Tres recompensas adicionales, incluida una insignia única!","Três recompensas adicionais, incluindo uma insígnia única!",追加報酬3種（ユニークなバッジを含む）！,추가 보상 3종 (고유 배지 포함)!
Season,,#SEASON_USP2,- Doubles your progress rate - every completed task grants double rewards!,- Удвоение скорости прогресса - каждая законченная задача даёт двойную награду!,Doppelte Fortschrittsrate – jede abgeschlossene Aufgabe gewährt doppelte Belohnungen!,Duplica tu progreso: ¡cada tarea completada otorga recompensas dobles!,Dobra sua taxa de progresso — cada tarefa concluída concede recompensas em dobro!,進行速度が2倍 — 任務完了ごとに報酬も2倍！,진행 속도 2배 — 모든 임무 완료 시 보상도 2배!
Season,,#SEASON_USP3,- Get a bonus equal to the coins you've earned this season ({0}); this also doubles your current progress!,- Получите бонус равный медалям которые вы уже заработали в течении этого сезона ({0}); Это удвоит ваш текущий прогресс в сезоне!,Erhalte einen Bonus in Höhe deiner in dieser Saison verdienten Münzen ({0}); verdoppelt außerdem deinen aktuellen Fortschritt!,Obtén un bono igual a las monedas ganadas esta temporada ({0}); ¡también duplica tu progreso actual!,Receba um bônus igual às moedas obtidas nesta temporada ({0}); também dobra seu progresso atual!,今シーズンで獲得したコイン（{0}）と同量のボーナスを獲得；現在の進行も2倍に！,이번 시즌 동안 획득한 코인({0})과 동일한 보너스 지급; 현재 진행도도 2배!
Season,,#SEASON_BONUS,Bonus,Бонус,Bonus,Bono,Bônus,ボーナス,보너스
Season,,#SEASON_USP4,- Includes passes for every event that starts during this season!,- Включает пассы для каждого события которое начнется в течении этого сезона!,"Enthält Pässe für alle Events, die während dieser Saison starten!",¡Incluye pases para todos los eventos que comiencen durante esta temporada!,Inclui passes para todos os eventos que começarem durante esta temporada!,今シーズン中に開始されるすべてのイベントのパスを含む！,이번 시즌 동안 시작되는 모든 이벤트의 패스 포함!
,,,,,,,,,
Currency,,#CURRENCY_GEMS,Gems,Гемы,Juwelen,Gemas,Gemas,ジェム,보석
Currency,,#CURRENCY_COINS,Coins,Монеты,Münzen,Monedas,Moedas,コイン,코인
Currency,,#CURRENCY_CARDS,Cards,Карты,Karten,Cartas,Cartas,カード,카드
Currency,,#CURRENCY_VALOR,Valor,Отвага,Mut,Valentia,Valentia,武勇,용맹
Currency,,#CURRENCY_EXP,EXP,EXP,EXP,EXP,EXP,EXP,경험치
Currency,,#CURRENCY_SPINTOKEN,Tokens,Жетоны,Spielmarken,Fichas,Fichas,ゲームコイン,게임 코인
,,,,,,,,,
Main UI,,#SKILLTREE_TITLE,Skills,Навыки,Fähigkeiten,Habilidades,Habilidades,スキル,스킬
,,,,,,,,,
StatMods,,#MOD_MINE_UNLOCK,All mines unlock cost discount,Скидка на покупку шахт,Freischaltkosten aller Minen,Descuento coste desbloqueo minas,Desconto no desbloqueio das minas,全採掘場の解放コスト,모든 광산 해금 비용 할인
StatMods,,#MOD_MINE_UPGRADE,All mines upgrade cost discount,Скидка на апгрейд шахт,Aufwertungskosten aller Minen,Descuento del coste de desbloqueo de minas,Desconto nas melhorias das minas,全採掘場の強化コスト,모든 광산 업그레이드 비용 할인
StatMods,,#MOD_MINE_RATE,All mines mining rate,Скорость добычи руды,Abbaurate aller Minen,Tasa de minería de todas las minas,Taxa de mineração das minas,全採掘場の採掘効率,모든 광산 채굴 속도
StatMods,,#MOD_MINE_SPEED,All porters speed,Скорость всех грузчиков,Geschwindigkeit aller Träger,Velocidad de todos los porteadores,Velocidade dos carregadores,全運搬役の速度,모든 운반꾼 속도
StatMods,,#MOD_MINE_CARGO,All porters cargo capacity,Груз всех грузчиков,Ladung aller Träger,Carga de todos los porteadores,Carga dos carregadores,全運搬役の積載量,모든 운반꾼 적재량
StatMods,,#MOD_IDLE_TIME,Max idle time,Максимум айдл времени,Maximale Inaktivitätszeit,Máximo tiempo de inactividad,Tempo máximo inativo,最大放置時間,최대 방치 시간
StatMods,,#MOD_ORE_VALUE,Ore sell price,Цена продажи руды,Erz-Verkaufspreis,Precio de venta del mineral,Preço venda do minério,鉱石売却価格,광석 판매 가격
StatMods,,#MOD_BAR_VALUE,Bar sell price,Цена продажи слитков,Barren-Verkaufspreis,Precio de venta de lingotes,Preço venda de barras,鋳塊売却価格,주괴 판매 가격
StatMods,,#MOD_ITEM_VALUE,Item sell price,Цена продажи предметов,Item-Verkaufspreis,Precio de venta de objetos,Preço venda de itens,アイテム売却価格,아이템 판매 가격
StatMods,,#MOD_SMELT_SPEED,Smelting speed,Скорость литейной,Gießereigeschwindigkeit,Velocidad de fundición,Velocidade da fundição,精錬速度,제련 속도
StatMods,,#MOD_CRAFT_SPEED,Crafting speed,Скорость мастерской,Werkstattgeschwindigkeit,Velocidad de taller,Velocidade da oficina,製作速度,제작 속도
StatMods,,#MOD_SMELT_DISCOUNT,Foundry materials usage discount,Скидка на материалы литейной,Rabatt auf Materialkosten der Gießerei,Descuento de materiales de fundición,Desconto de materiais da fundição,精錬素材割引,제련 재료 소모 감소
StatMods,,#MOD_CRAFT_DISCOUNT,Workshop materials usage discount,Скидки на материалы мастерской,Rabatt auf Materialkosten der Werkstatt,Descuento de materiales de taller,Desconto de materiais da oficina,製作素材割引,제작 재료 소모 감소
StatMods,,#MOD_MINE_BOOST_DURATION,Mine Boost duration,Длительность буста шахты,Minen-Boost-Dauer,Duración del boost de mina,Duração do boost da mina,採掘ブースト時間,광산 부스트 지속 시간
StatMods,,#MOD_SMELT_BOOST_DURATION,Foundry Boost duration,Длительность буста литейной,Gießerei-Boost-Dauer,Duración del boost de fundición,Duração do boost da fundição,精錬ブースト時間,제련 부스트 지속 시간
StatMods,,#MOD_CRAFT_BOOST_DURATION,Workshop Boost duration,Длительность буста мастерской,Werkstatt-Boost-Dauer,Duración del boost de taller,Duração do boost da oficina,製作ブースト時間,제작 부스트 지속 시간
StatMods,,#MOD_MINE_BOOST_STRENGTH,Mine Boost strength,Сила буста шахты,Minen-Boost-Stärke,Potencia del boost de mina,Força do boost da mina,採掘ブースト効果,광산 부스트 효과
StatMods,,#MOD_SMELT_BOOST_STRENGTH,Foundry Boost strength,Сила буста литейной,Gießerei-Boost-Stärke,Potencia del boost de fundición,Força do boost da fundição,精錬ブースト効果,제련 부스트 효과
StatMods,,#MOD_CRAFT_BOOST_STRENGTH,Workshop Boost strength,Сила буста мастерской,Werkstatt-Boost-Stärke,Potencia del boost de taller,Força do boost da oficina,製作ブースト効果,제작 부스트 효과
StatMods,,#MOD_SMELT_SLOT_VALUE,Foundry slot cost discount,Скидка на слот в литейной,Slot-Preis der Gießerei,Descuento de ranura de fundición,Desconto do slot da fundição,精錬スロット割引,제련 슬롯 할인
StatMods,,#MOD_CRAFT_SLOT_VALUE,Workshop slot cost discount,Скидка на слот в мастерской,Slot-Preis der Werkstatt,Descuento de ranura de taller,Desconto do slot da oficina,製作スロット割引,제작 슬롯 할인
StatMods,,#MOD_EXP,EXP gain,Получение EXP,EXP-Erhalt,Obtención de EXP,Ganho de EXP,EXP獲得,경험치 획득
StatMods,,#MOD_MANAGERS_BONUS,All chiefs stat bonus,Бонус к эффекту героев,Bonus aller Anführer,Bonus de jefes,Bônus chefes,全チーフ能力ボーナス,모든 족장 능력 보너스
StatMods,,#MOD_MANAGER_UPGRADE,Chiefs upgrade cost discount,Скидка на апгрейд героев,Rabatt auf Mutkosten für Anführer-Upgrades,Descuento de valentía para mejora de jefe,Desconto valentia upgrade chefe,チーフ強化の武勇コスト,족장 강화 용맹 비용 감소
StatMods,,#MOD_RUNES_BONUS,All Rune Stones bonus,Бонус к эффекту рун,Bonus aller Runen,Bonus de runas,Bônus runas,全ルーンボーナス,모든 룬 보너스
StatMods,,#MOD_RUNES_UPGRADE,All Rune Stones upgrade cost discount,Скидка на апгрейд рунных камней,Upgrade-Kosten aller Runen,Descuento mejora runas,Desconto upgrades runas,ルーン強化コスト,모든 룬 업그레이드 비용 감소
StatMods,,#MOD_VALOR_CAP,Valor generator capacity,Вместимость генератора Отваги,Kapazität des Mut-Generators,Capacidad del generador de Valentía,Capacidade do gerador de Valentia,武勇生成装置の上限,용맹 생성기의 한도
StatMods,,#MOD_VALOR_GENERATION,Valor generation rate,Скорость генерации отваги,Mut-Generierungsrate,Tasa de generación de Valentía,Taxa de geração de Valentia,武勇生成率,용맹 생성 속도
,,,,,,,,,
StatMods,,#SKILL_STATMOD_MINERATE_DESC,Mine Rate +{0}%,Добыча +{0}%,Abbaurate +{0}%,Tasa minería +{0}%,Taxa miner. +{0}%,採掘効率+{0}%,채굴 속도 +{0}%
StatMods,,#SKILL_STATMOD_MINESPEED_DESC,Mine Speed +{0}%,Скорость +{0}%,Tempo +{0}%,Velocidad de mov. +{0}%,Velocidade de mov. +{0}%,移動速度+{0}%,이동 속도 +{0}%
StatMods,,#SKILL_STATMOD_MINECARGO_DESC,Mine Cargo +{0}%,Груз +{0}%,Abbaufracht +{0}%,Carga de la mina +{0}%,Carga +{0}%,鉱石運搬+{0}%,광석 운반량 +{0}%
StatMods,,#SKILL_STATMOD_MINEBOOSTSTRENGTH_DESC,Mine Boost Strength +{0}%,Сила буста шахты +{0}%,Minen-Boost-Stärke +{0}%,Potencia del boost de mina +{0}%,Força do boost da mina +{0}%,採掘ブースト効果+{0}%,광산 부스트 효과 +{0}%
StatMods,,#SKILL_STATMOD_ACTIVEMINEBOOSTCOUNT_DESC,Max Active Mine Boosts +{0},Макс активных бустов шахты +{0},Max aktive Minen-Boosts +{0},Mejoras de mina activas máx +{0},Impulsos de mina ativos máx +{0},最大アクティブ鉱山ブースト+{0},최대 활성 광산 부스트 +{0}
